team_id	qn_id	article_title	base_path	qn_difficulty_by_questioner	qn_text	is_disfluent?	is_bad_qn?	answer	qn_difficulty_by_answerer
Falcons	51	Cancer_(constellation)	data/set2/a5	medium	Who conducted the VLBI experiments in 2002?	False	False	Edward Fomalont and Sergei Kopeikin	medium
Falcons	52	Cancer_(constellation)	data/set2/a5	easy	Are there habitable planets in the Cancer constellation?	True	False		too hard
Falcons	52	Cancer_(constellation)	data/set2/a5	easy	Are there habitable planets in the Cancer constellation?	False	False	Yes	easy
Falcons	53	Cancer_(constellation)	data/set2/a5	easy	Is Cancer the dimmest constellation?	False	False	yes	easy
Falcons	53	Cancer_(constellation)	data/set2/a5	easy	Is Cancer the dimmest constellation?	False	False	Yes	easy
Falcons	54	Cancer_(constellation)	data/set2/a5	easy	Did Egyptians know about the Cancer constellation?	False	False	Yes	hard
Falcons	54	Cancer_(constellation)	data/set2/a5	easy	Did Egyptians know about the Cancer constellation?	False	False	Yes	easy
Falcons	55	Ophiuchus	data/set2/a7	hard	Name a star in Ophiuchus constellation	False	False	&#945; Ophiuchi	medium
Falcons	55	Ophiuchus	data/set2/a7	hard	Name a star in Ophiuchus constellation	False	False	&#945; Ophiuchi	medium
Falcons	56	Ophiuchus	data/set2/a7	hard	Which constellation is located opposite to Ophiuchus?	False	False	Orion	medium
Falcons	56	Ophiuchus	data/set2/a7	hard	Which constellation is located opposite to Ophiuchus?	False	False	Orion	easy
Falcons	57	Ophiuchus	data/set2/a7	hard	Which telescope was used to discover the Ophiuchus Superbubble?	False	False	Green Bank Telescope	medium
Falcons	57	Ophiuchus	data/set2/a7	hard	Which telescope was used to discover the Ophiuchus Superbubble?	False	False	Green Bank Telescope	medium
Falcons	58	Ophiuchus	data/set2/a7	medium	When was Kepler's supernova first observed?	False	False	9 October 1604	hard
Falcons	58	Ophiuchus	data/set2/a7	medium	When was Kepler's supernova first observed?	False	False	9 October 1604	hard
Falcons	59	Ophiuchus	data/set2/a7	medium	Which are the two brightest stars in Ophiuchus?	False	False	&#945; Ophiuchi and &#951; Ophiuchi	medium
Falcons	59	Ophiuchus	data/set2/a7	medium	Which are the two brightest stars in Ophiuchus?	False	False	&#945; Ophiuchi and &#951; Ophiuchi	medium
Falcons	60	Ophiuchus	data/set2/a7	medium	 How many modern constellations are there?	False	False	88	medium
Falcons	60	Ophiuchus	data/set2/a7	medium	 How many modern constellations are there?	False	False	88	easy
Falcons	61	Ophiuchus	data/set2/a7	easy	What was Ophiuchus formally referred to?	False	False	Serpentarius and Anguitenens	medium
Falcons	61	Ophiuchus	data/set2/a7	easy	What was Ophiuchus formally referred to?	False	False	Serpentarius	easy
Falcons	62	Ophiuchus	data/set2/a7	easy	When is Ophiuchus best visible in northern hemisphere?	False	False	In northern hemisphere, Ophiuchus is best visible in summer	medium
Falcons	62	Ophiuchus	data/set2/a7	easy	When is Ophiuchus best visible in northern hemisphere?	False	False	summer	easy
Falcons	63	Ophiuchus	data/set2/a7	easy	How far is the Barnard 68 nebula from Earth ?	False	False	410 light-years	hard
Falcons	63	Ophiuchus	data/set2/a7	easy	How far is the Barnard 68 nebula from Earth ?	False	False	 410 light-years	medium
Falcons	64	Star_Trek_(film)	data/set4/a8	hard	When was Star Trek planned to release before the release date was moved?	False	False	December 25, 2008	medium
Falcons	64	Star_Trek_(film)	data/set4/a8	hard	When was Star Trek planned to release before the release date was moved?	False	False	December 25, 2008	hard
Falcons	65	Star_Trek_(film)	data/set4/a8	hard	In which country was the movie Star Trek shot?	False	False	United States of America	hard
Falcons	65	Star_Trek_(film)	data/set4/a8	hard	In which country was the movie Star Trek shot?	False	False	United States of America	hard
Falcons	66	Star_Trek_(film)	data/set4/a8	hard	In which city of Canada was Star Trek screened prior to release?	False	False	Calgary, Alberta	hard
Falcons	66	Star_Trek_(film)	data/set4/a8	hard	In which city of Canada was Star Trek screened prior to release?	False	False	Calgary	hard
Falcons	67	Star_Trek_(film)	data/set4/a8	medium	Name the sequel of Star Trek	False	False	Star Trek Into Darkness	medium
Falcons	67	Star_Trek_(film)	data/set4/a8	medium	Name the sequel of Star Trek	False	False	Star Trek Into Darkness	medium
Falcons	68	Star_Trek_(film)	data/set4/a8	medium	What was the total earning of the Star Trek movie?	False	False	$385,494,555	hard
Falcons	68	Star_Trek_(film)	data/set4/a8	medium	What was the total earning of the Star Trek movie?	False	False	$385.7 million	medium
Falcons	69	Star_Trek_(film)	data/set4/a8	medium	Who played the character Spock in the Star Trek movie?	False	False	Zachary Quinto	medium
Falcons	69	Star_Trek_(film)	data/set4/a8	medium	Who played the character Spock in the Star Trek movie?	False	False	Zachary Quinto	medium
Falcons	70	Star_Trek_(film)	data/set4/a8	easy	In the Star Trek movie, who is Narada's first officer?	False	False	Ayel	medium
Falcons	70	Star_Trek_(film)	data/set4/a8	easy	In the Star Trek movie, who is Narada's first officer?	False	False	Ayel	easy
Falcons	71	Star_Trek_(film)	data/set4/a8	easy	When did the shooting of the Star Trek movie begin?	False	False	November 7, 2007	hard
Falcons	71	Star_Trek_(film)	data/set4/a8	easy	When did the shooting of the Star Trek movie begin?	False	False	November 7, 2007	easy
Falcons	72	Star_Trek_(film)	data/set4/a8	easy	Who directed the movie Star Trek?	False	False	J. J. Abrams	medium
Falcons	72	Star_Trek_(film)	data/set4/a8	easy	Who directed the movie Star Trek?	False	False	J. J. Abrams	easy
